"Quadrat","Site","Year","PlantGenusSpecies","SampleRound","FloralAbundance","FloweringPlantAbundance","KeyQuad"
"S3","CH","2018","Glandularia bipinnatifida",2,100,2,"CH S3 2018 2"
"S3","CH","2021","Psacalium decompositum",1,113,6,"CH S3 2021 1"
"S3","HM","2017","Achillea millefolium",2,50,1,"HM S3 2017 2"
"S3","HM","2017","Erigeron flagellaris",3,5,2,"HM S3 2017 3"
"S3","HM","2017","Hymenoxys hoopesii",1,5,7,"HM S3 2017 1"
"S3","HM","2017","Hymenoxys hoopesii",2,55,10,"HM S3 2017 2"
"S3","HM","2017","Hymenoxys hoopesii",3,5,1,"HM S3 2017 3"
"S3","HM","2018","Erigeron speciosus",1,5,1,"HM S3 2018 1"
"S3","HM","2018","Erigeron tracyi",1,50,40,"HM S3 2018 1"
"S3","HM","2018","Erigeron tracyi",2,5,7,"HM S3 2018 2"
"S3","HM","2018","Halenia recurva",2,50,1,"HM S3 2018 2"
"S3","HM","2018","Taraxacum officinale",2,5,2,"HM S3 2018 2"
"S3","HM","2021","Achillea millefolium",2,1,1,"HM S3 2021 2"
"S3","HM","2021","Erigeron tracyi",1,8,8,"HM S3 2021 1"
"S3","HM","2021","Hymenoxys hoopesii",1,3,1,"HM S3 2021 1"
"S3","HM","2021","Tragopogon pratensis",1,1,1,"HM S3 2021 1"
"S3","HM","2022","Cerastium nutans",1,120,21,"HM S3 2022 1"
"S3","HM","2022","Erigeron spp.",1,9,3,"HM S3 2022 1"
"S3","HM","2022","Hymenoxys hoopesii",1,20,7,"HM S3 2022 1"
"S3","JC","2012","Campanula rotundifolia",1,1,1,"JC S3 2012 1"
"S3","JC","2012","Cymopterus lemmonii",1,2,2,"JC S3 2012 1"
"S3","JC","2012","Eremogone fendleri",1,64,64,"JC S3 2012 1"
"S3","JC","2012","Potentilla hippiana",1,6,6,"JC S3 2012 1"
"S3","JC","2017","Allium cernuum",2,50,3,"JC S3 2017 2"
"S3","JC","2017","Campanula rotundifolia",2,5,1,"JC S3 2017 2"
"S3","JC","2017","Campanula rotundifolia",3,5,6,"JC S3 2017 3"
"S3","JC","2017","Castilleja miniata",1,5,2,"JC S3 2017 1"
"S3","JC","2017","Castilleja miniata",2,5,2,"JC S3 2017 2"
"S3","JC","2017","Castilleja miniata",3,5,1,"JC S3 2017 3"
"S3","JC","2017","Cymopterus lemmonii",1,5,1,"JC S3 2017 1"
"S3","JC","2017","Erigeron flagellaris",1,5,10,"JC S3 2017 1"
"S3","JC","2017","Erigeron flagellaris",2,5,3,"JC S3 2017 2"
"S3","JC","2017","Linum lewisii",2,5,2,"JC S3 2017 2"
"S3","JC","2018","Campanula rotundifolia",1,5,1,"JC S3 2018 1"
"S3","JC","2021","Potentilla fruticosa",1,34,2,"JC S3 2021 1"
"S3","JC","2021","Potentilla hippiana",1,16,5,"JC S3 2021 1"
"S3","MM","2012","Castilleja miniata",1,4,4,"MM S3 2012 1"
"S3","MM","2012","Hymenopappus newberryi",1,15,15,"MM S3 2012 1"
"S3","MM","2017","Commelina dianthifolia",3,5,1,"MM S3 2017 3"
"S3","MM","2017","Cymopterus lemmonii",1,50,5,"MM S3 2017 1"
"S3","MM","2017","Cymopterus lemmonii",2,50,4,"MM S3 2017 2"
"S3","MM","2017","Cymopterus lemmonii",3,50,2,"MM S3 2017 3"
"S3","MM","2017","Erysimum capitatum",1,5,1,"MM S3 2017 1"
"S3","MM","2017","Erysimum capitatum",3,5,1,"MM S3 2017 3"
"S3","MM","2017","Monardella odoratissima",3,50,1,"MM S3 2017 3"
"S3","MM","2017","Potentilla hippiana",2,5,1,"MM S3 2017 2"
"S3","MM","2018","Commelina dianthifolia",1,5,1,"MM S3 2018 1"
"S3","MM","2018","Cymopterus lemmonii",1,5,1,"MM S3 2018 1"
"S3","MM","2018","Erigeron tracyi",1,50,40,"MM S3 2018 1"
"S3","MM","2018","Monardella odoratissima",1,50,2,"MM S3 2018 1"
"S3","MM","2018","Potentilla hippiana",1,50,1,"MM S3 2018 1"
"S3","MM","2021","Erigeron flagellaris",2,2,2,"MM S3 2021 2"
"S3","MM","2021","Erigeron formosissimus",1,1,1,"MM S3 2021 1"
"S3","MM","2021","Erigeron speciosus",1,3,3,"MM S3 2021 1"
"S3","MM","2021","Heterotheca pumila",1,6,2,"MM S3 2021 1"
"S3","MM","2021","Monardella odoratissima",2,8,1,"MM S3 2021 2"
"S3","MM","2022","Hymenopappus newberryi",1,17,2,"MM S3 2022 1"
"S3","PL","2012","Cymopterus lemmonii",1,1,1,"PL S3 2012 1"
"S3","PL","2012","Geranium viscosissimum",1,1,1,"PL S3 2012 1"
"S3","PL","2017","Dodecatheon pulchellum",1,5,0,"PL S3 2017 1"
"S3","PL","2018","Hypericum scouleri",1,5,1,"PL S3 2018 1"
"S3","PL","2021","Dodecatheon pulchellum",1,2,2,"PL S3 2021 1"
"S3","PL","2022","Cerastium nutans",1,50,5,"PL S3 2022 1"
"S3","PL","2022","Geranium richardsonii",1,1,1,"PL S3 2022 1"
"S3","PL","2022","Hymenoxys hoopesii",1,4,3,"PL S3 2022 1"
"S3","RP","2018","Achillea millefolium",1,50,1,"RP S3 2018 1"
"S3","RP","2021","Cosmos parviflorus",2,6,3,"RP S3 2021 2"
"S3","RP","2021","Glandularia bipinnatifida",1,23,1,"RP S3 2021 1"
"S3","RP","2022","Cerastium nutans",1,20,2,"RP S3 2022 1"
"S3","RP","2022","Glandularia bipinnatifida",1,80,3,"RP S3 2022 1"
"S3","RP","2022","Hymenoxys hoopesii",1,5,1,"RP S3 2022 1"
"S3","RP","2022","Senecio spp.",1,40,1,"RP S3 2022 1"
"S3","SC","2012","Hymenoxys richardsonii",1,14,14,"SC S3 2012 1"
"S3","SC","2012","Oxytropis lambertii",1,4,4,"SC S3 2012 1"
"S3","SC","2017","Campanula rotundifolia",2,5,1,"SC S3 2017 2"
"S3","SC","2017","Penstemon pseudoparvus",1,50,1,"SC S3 2017 1"
"S3","SC","2017","Penstemon pseudoparvus",3,5,1,"SC S3 2017 3"
"S3","SC","2018","Campanula rotundifolia",1,50,1,"SC S3 2018 1"
"S3","SC","2018","Hymenoxys richardsonii",1,50,3,"SC S3 2018 1"
"S3","SC","2018","Potentilla fruticosa",1,5,1,"SC S3 2018 1"
"S3","SC","2021","Achillea millefolium",2,1,1,"SC S3 2021 2"
"S3","SC","2021","Eremogone fendleri",1,31,6,"SC S3 2021 1"
"S3","SC","2021","Eremogone fendleri",2,20,4,"SC S3 2021 2"
"S3","SC","2021","Hymenoxys richardsonii",1,18,4,"SC S3 2021 1"
"S3","SC","2021","Hymenoxys richardsonii",2,13,2,"SC S3 2021 2"
"S3","SC","2021","Oxytropis lambertii",2,6,1,"SC S3 2021 2"
"S3","SC","2021","Potentilla hippiana",2,1,1,"SC S3 2021 2"
"S3","SC","2022","Eremogone fendleri",1,31,4,"SC S3 2022 1"
"S3","SC","2022","Hymenoxys richardsonii",1,10,1,"SC S3 2022 1"
"S3","SC","2022","Potentilla hippiana",1,1,10,"SC S3 2022 1"
"S3","SM","2017","Erigeron flagellaris",1,50,4,"SM S3 2017 1"
"S3","SM","2017","Potentilla hippiana",1,5,3,"SM S3 2017 1"
"S3","SM","2018","Agastache pallidiflora neomexicana",1,5,5,"SM S3 2018 1"
"S3","SM","2018","Agastache pallidiflora neomexicana",2,50,4,"SM S3 2018 2"
"S3","SM","2018","Campanula rotundifolia",1,5,1,"SM S3 2018 1"
"S3","SM","2018","Campanula rotundifolia",2,5,2,"SM S3 2018 2"
"S3","SM","2018","Erigeron tracyi",1,10,4,"SM S3 2018 1"
"S3","SM","2018","Heterotheca pumila",2,50,2,"SM S3 2018 2"
"S3","SM","2018","Mirabilis oblongifolia",1,5,1,"SM S3 2018 1"
"S3","SM","2018","Mirabilis oblongifolia",2,50,2,"SM S3 2018 2"
"S3","SM","2018","Silene laciniata",2,5,2,"SM S3 2018 2"
"S3","SM","2018","Viguiera multiflora",1,5,1,"SM S3 2018 1"
"S3","SM","2018","Viguiera multiflora",2,5,6,"SM S3 2018 2"
"S3","SM","2021","Potentilla hippiana",1,10,6,"SM S3 2021 1"
"S3","SM","2022","Erigeron tracyi",1,3,3,"SM S3 2022 1"
"S3","SM","2022","Potentilla hippiana",1,5,38,"SM S3 2022 1"
"S3","SS","2017","Hymenoxys hoopesii",1,5,1,"SS S3 2017 1"
"S3","UK","2017","Hymenoxys hoopesii",1,50,1,"UK S3 2017 1"
"S3","VC","2017","Trifolium pinetorum",1,5,3,"VC S3 2017 1"
"SM2","PL","2021","Erysimum capitatum",2,22,1,"PL SM2 2021 2"
"SM2","PL","2021","Hymenoxys hoopesii",2,1,1,"PL SM2 2021 2"
"W1","CH","2012","Cerastium nutans",1,26,26,"CH W1 2012 1"
"W1","CH","2017","Lupinus palmeri",1,5,1,"CH W1 2017 1"
"W1","CH","2018","Cosmos parviflorus",2,5,1,"CH W1 2018 2"
"W1","CH","2021","Cosmos parviflorus",1,23,15,"CH W1 2021 1"
"W1","CH","2022","Cosmos parviflorus",1,5,9,"CH W1 2022 1"
"W1","CH","2022","Trifolium spp.",1,5,3,"CH W1 2022 1"
"W1","HM","2017","Hymenoxys hoopesii",1,50,1,"HM W1 2017 1"
"W1","HM","2017","Hymenoxys hoopesii",2,55,3,"HM W1 2017 2"
"W1","HM","2017","Lupinus palmeri",1,5,1,"HM W1 2017 1"
"W1","HM","2017","Lupinus palmeri",2,5,1,"HM W1 2017 2"
"W1","HM","2017","Lupinus palmeri",3,50,1,"HM W1 2017 3"
"W1","HM","2018","Erigeron tracyi",1,5,1,"HM W1 2018 1"
"W1","HM","2018","Erigeron tracyi",2,5,4,"HM W1 2018 2"
"W1","HM","2018","Hymenoxys hoopesii",2,5,1,"HM W1 2018 2"
"W1","HM","2018","Lupinus palmeri",1,50,2,"HM W1 2018 1"
"W1","HM","2018","Lupinus palmeri",2,50,2,"HM W1 2018 2"
"W1","HM","2021","Achillea millefolium",1,24,2,"HM W1 2021 1"
"W1","HM","2021","Achillea millefolium",2,1,1,"HM W1 2021 2"
"W1","HM","2021","Erigeron flagellaris",1,4,4,"HM W1 2021 1"
"W1","HM","2021","Erigeron tracyi",1,5,3,"HM W1 2021 1"
"W1","HM","2021","Gentiana parryi",1,2,1,"HM W1 2021 1"
"W1","HM","2021","Gentiana parryi",2,1,1,"HM W1 2021 2"
"W1","HM","2021","Lupinus palmeri",1,29,3,"HM W1 2021 1"
"W1","HM","2021","Lupinus palmeri",2,13,1,"HM W1 2021 2"
"W1","HM","2022","Achillea millefolium",1,7,20,"HM W1 2022 1"
"W1","HM","2022","Erigeron flagellaris",1,4,3,"HM W1 2022 1"
"W1","HM","2022","Hymenoxys hoopesii",1,7,14,"HM W1 2022 1"
"W1","HM","2022","Lupinus palmeri",1,360,6,"HM W1 2022 1"
"W1","JC","2012","Allium cernuum",1,2,2,"JC W1 2012 1"
"W1","JC","2012","Campanula rotundifolia",1,2,2,"JC W1 2012 1"
"W1","JC","2012","Potentilla hippiana",1,21,21,"JC W1 2012 1"
"W1","JC","2017","Allium geyeri",1,5,6,"JC W1 2017 1"
"W1","JC","2017","Allium geyeri",2,50,3,"JC W1 2017 2"
"W1","JC","2017","Campanula rotundifolia",3,50,13,"JC W1 2017 3"
"W1","JC","2017","Castilleja miniata",2,50,5,"JC W1 2017 2"
"W1","JC","2017","Cymopterus lemmonii",2,50,2,"JC W1 2017 2"
"W1","JC","2017","Erigeron flagellaris",2,5,5,"JC W1 2017 2"
"W1","JC","2018","Campanula rotundifolia",2,5,2,"JC W1 2018 2"
"W1","JC","2018","Eremogone fendleri",1,50,1,"JC W1 2018 1"
"W1","JC","2018","Erigeron tracyi",1,5,1,"JC W1 2018 1"
"W1","JC","2018","Ipomopsis aggregata",1,50,3,"JC W1 2018 1"
"W1","JC","2018","Ipomopsis aggregata",2,5,1,"JC W1 2018 2"
"W1","JC","2018","Potentilla fruticosa",1,50,1,"JC W1 2018 1"
"W1","JC","2018","Potentilla hippiana",2,5,1,"JC W1 2018 2"
"W1","MM","2012","Androsace chamaejasme",1,6,6,"MM W1 2012 1"
"W1","MM","2012","Vicia pulchella",1,21,21,"MM W1 2012 1"
"W1","MM","2017","Erysimum capitatum",2,50,1,"MM W1 2017 2"
"W1","MM","2017","Erysimum capitatum",3,5,1,"MM W1 2017 3"
"W1","MM","2017","Potentilla hippiana",1,5,2,"MM W1 2017 1"
"W1","MM","2017","Potentilla hippiana",2,5,1,"MM W1 2017 2"
"W1","MM","2017","Potentilla hippiana",3,5,3,"MM W1 2017 3"
"W1","MM","2018","Erigeron speciosus",2,5,2,"MM W1 2018 2"
"W1","MM","2018","Erigeron tracyi",1,5,1,"MM W1 2018 1"
"W1","MM","2018","Hymenopappus newberryi",1,5,1,"MM W1 2018 1"
"W1","MM","2018","Lupinus palmeri",1,50,2,"MM W1 2018 1"
"W1","MM","2018","Mirabilis oblongifolia",2,5,1,"MM W1 2018 2"
"W1","MM","2018","Potentilla hippiana",1,5,10,"MM W1 2018 1"
"W1","MM","2018","Silene scouleri",2,50,2,"MM W1 2018 2"
"W1","MM","2018","Tragopogon pratensis",2,5,1,"MM W1 2018 2"
"W1","MM","2021","Campanula rotundifolia",1,2,2,"MM W1 2021 1"
"W1","MM","2021","Campanula rotundifolia",2,4,1,"MM W1 2021 2"
"W1","MM","2021","Erysimum capitatum",1,7,1,"MM W1 2021 1"
"W1","MM","2021","Tragopogon pratensis",2,1,1,"MM W1 2021 2"
"W1","PL","2012","Dodecatheon pulchellum",1,1,1,"PL W1 2012 1"
"W1","PL","2018","Achillea millefolium",1,5,1,"PL W1 2018 1"
"W1","PL","2018","Achillea millefolium",2,5,1,"PL W1 2018 2"
"W1","PL","2018","Glandularia bipinnatifida",1,50,1,"PL W1 2018 1"
"W1","PL","2018","Glandularia bipinnatifida",2,50,1,"PL W1 2018 2"
"W1","PL","2021","Hymenoxys hoopesii",1,1,1,"PL W1 2021 1"
"W1","PL","2021","Hymenoxys hoopesii",2,2,1,"PL W1 2021 2"
"W1","PL","2022","Glandularia bipinnatifida",1,15,1,"PL W1 2022 1"
"W1","RP","2018","Achillea millefolium",1,5,1,"RP W1 2018 1"
"W1","RP","2018","Glandularia bipinnatifida",1,5,1,"RP W1 2018 1"
"W1","RP","2018","Hymenoxys hoopesii",1,5,1,"RP W1 2018 1"
"W1","RP","2021","Commelina dianthifolia",1,1,1,"RP W1 2021 1"
"W1","RP","2021","Hymenoxys hoopesii",1,4,1,"RP W1 2021 1"
"W1","RP","2021","Psacalium decompositum",2,10,1,"RP W1 2021 2"
"W1","SC","2012","Eremogone fendleri",1,1,1,"SC W1 2012 1"
"W1","SC","2012","Erigeron subtrinervis",1,6,6,"SC W1 2012 1"
"W1","SC","2012","Potentilla hippiana",1,3,3,"SC W1 2012 1"
"W1","SC","2017","Cymopterus lemmonii",1,50,1,"SC W1 2017 1"
"W1","SC","2017","Eremogone fendleri",3,5,1,"SC W1 2017 3"
"W1","SC","2017","Erigeron flagellaris",1,5,1,"SC W1 2017 1"
"W1","SC","2018","Campanula rotundifolia",1,5,1,"SC W1 2018 1"
"W1","SC","2018","Erigeron flagellaris",2,5,1,"SC W1 2018 2"
"W1","SC","2018","Erysimum capitatum",1,5,2,"SC W1 2018 1"
"W1","SC","2021","Cymopterus lemmonii",1,1,1,"SC W1 2021 1"
"W1","SM","2017","Erigeron flagellaris",1,50,30,"SM W1 2017 1"
"W1","SM","2018","Achillea millefolium",1,50,1,"SM W1 2018 1"
"W1","SM","2018","Achillea millefolium",2,50,15,"SM W1 2018 2"
"W1","SM","2018","Campanula rotundifolia",1,5,7,"SM W1 2018 1"
"W1","SM","2018","Campanula rotundifolia",2,5,6,"SM W1 2018 2"
"W1","SM","2018","Erigeron flagellaris",1,5,1,"SM W1 2018 1"
"W1","SM","2018","Erigeron tracyi",1,5,5,"SM W1 2018 1"
"W1","SM","2021","Achillea millefolium",2,14,1,"SM W1 2021 2"
"W1","SM","2021","Campanula rotundifolia",1,6,5,"SM W1 2021 1"
"W1","SM","2022","Achillea millefolium",1,1,1,"SM W1 2022 1"
"W1","SM","2022","Campanula rotundifolia",1,22,18,"SM W1 2022 1"
"W1","SM","2022","Erigeron tracyi",1,2,2,"SM W1 2022 1"
"W1","SS","2017","Achillea millefolium",1,50,2,"SS W1 2017 1"
"W1","SS","2017","Hymenoxys hoopesii",1,50,3,"SS W1 2017 1"
"W1","UK","2017","Hymenoxys hoopesii",1,50,1,"UK W1 2017 1"
"W1","VC","2017","Achillea millefolium",1,50,1,"VC W1 2017 1"
"W1","VC","2017","Erigeron formosissimus",1,5,2,"VC W1 2017 1"
"W2","CH","2012","Glandularia bipinnatifida",1,47,47,"CH W2 2012 1"
"W2","CH","2012","Oxalis alpina",1,2,2,"CH W2 2012 1"
"W2","CH","2012","Psacalium decompositum",1,10,10,"CH W2 2012 1"
"W2","CH","2018","Drymaria leptophylla",1,50,3,"CH W2 2018 1"
"W2","CH","2018","Drymaria leptophylla",2,50,2,"CH W2 2018 2"
"W2","CH","2018","Pennellia longifolia",2,50,1,"CH W2 2018 2"
"W2","CH","2018","Vicia americana",1,5,1,"CH W2 2018 1"
"W2","CH","2022","Cerastium nutans",1,24,1,"CH W2 2022 1"
"W2","HM","2017","Erigeron flagellaris",1,5,4,"HM W2 2017 1"
"W2","HM","2017","Erigeron flagellaris",2,5,4,"HM W2 2017 2"
"W2","HM","2017","Erigeron flagellaris",3,5,2,"HM W2 2017 3"
"W2","HM","2017","Erysimum capitatum",3,5,1,"HM W2 2017 3"
"W2","HM","2017","Hymenoxys hoopesii",2,50,2,"HM W2 2017 2"
"W2","HM","2017","Hymenoxys hoopesii",3,50,1,"HM W2 2017 3"
"W2","HM","2018","Achillea millefolium",2,50,2,"HM W2 2018 2"
"W2","HM","2018","Erigeron speciosus",1,5,2,"HM W2 2018 1"
"W2","HM","2018","Erigeron tracyi",1,50,16,"HM W2 2018 1"
"W2","HM","2021","Erigeron arizonicus",1,1,1,"HM W2 2021 1"
"W2","HM","2021","Taraxacum officinale",1,1,1,"HM W2 2021 1"
"W2","HM","2022","Achillea millefolium",1,5,65,"HM W2 2022 1"
"W2","JC","2012","Campanula rotundifolia",1,8,8,"JC W2 2012 1"
"W2","JC","2012","Erigeron formosissimus",1,9,9,"JC W2 2012 1"
"W2","JC","2012","Penstemon barbatus",1,1,1,"JC W2 2012 1"
"W2","JC","2017","Allium geyeri",1,5,2,"JC W2 2017 1"
"W2","JC","2017","Allium geyeri",2,5,1,"JC W2 2017 2"
"W2","JC","2017","Campanula rotundifolia",3,5,5,"JC W2 2017 3"
"W2","JC","2017","Castilleja miniata",2,5,2,"JC W2 2017 2"
"W2","JC","2017","Cymopterus lemmonii",1,5,1,"JC W2 2017 1"
"W2","JC","2017","Eremogone fendleri",1,5,1,"JC W2 2017 1"
"W2","JC","2017","Eremogone fendleri",2,50,2,"JC W2 2017 2"
"W2","JC","2017","Erigeron flagellaris",1,5,4,"JC W2 2017 1"
"W2","JC","2017","Hymenopappus newberryi",1,5,1,"JC W2 2017 1"
"W2","JC","2017","Penstemon barbatus",2,50,1,"JC W2 2017 2"
"W2","JC","2017","Penstemon barbatus",3,5,2,"JC W2 2017 3"
"W2","JC","2017","Potentilla hippiana",2,5,1,"JC W2 2017 2"
"W2","JC","2018","Allium geyeri",1,5,4,"JC W2 2018 1"
"W2","JC","2018","Allium geyeri",2,50,1,"JC W2 2018 2"
"W2","JC","2018","Campanula rotundifolia",2,5,2,"JC W2 2018 2"
"W2","JC","2018","Erigeron speciosus",2,5,1,"JC W2 2018 2"
"W2","JC","2018","Erigeron tracyi",1,5,4,"JC W2 2018 1"
"W2","JC","2018","Erigeron tracyi",2,5,6,"JC W2 2018 2"
"W2","JC","2021","Penstemon barbatus",2,5,1,"JC W2 2021 2"
"W2","JC","2021","Potentilla fruticosa",2,42,1,"JC W2 2021 2"
"W2","MM","2012","Allium cernuum",1,19,19,"MM W2 2012 1"
"W2","MM","2012","Cerastium nutans",1,3,3,"MM W2 2012 1"
"W2","MM","2012","Hymenopappus newberryi",1,43,43,"MM W2 2012 1"
"W2","MM","2012","Potentilla hippiana",1,2,2,"MM W2 2012 1"
"W2","MM","2012","Vicia pulchella",1,42,42,"MM W2 2012 1"
"W2","MM","2017","Drymaria leptophylla",3,5,1,"MM W2 2017 3"
"W2","MM","2017","Hymenoxys hoopesii",2,50,2,"MM W2 2017 2"
"W2","MM","2017","Iris missouriensis",1,5,3,"MM W2 2017 1"
"W2","MM","2017","Monardella odoratissima",2,50,5,"MM W2 2017 2"
"W2","MM","2017","Monardella odoratissima",3,100,4,"MM W2 2017 3"
"W2","MM","2017","Potentilla hippiana",3,5,2,"MM W2 2017 3"
"W2","MM","2018","Drymaria leptophylla",2,50,1,"MM W2 2018 2"
"W2","MM","2018","Erigeron formosissimus",2,5,2,"MM W2 2018 2"
"W2","MM","2018","Erigeron speciosus",1,5,2,"MM W2 2018 1"
"W2","MM","2018","Erigeron tracyi",1,50,16,"MM W2 2018 1"
"W2","MM","2018","Hymenoxys hoopesii",1,50,6,"MM W2 2018 1"
"W2","MM","2018","Phacelia heterophylla",1,50,6,"MM W2 2018 1"
"W2","MM","2018","Potentilla hippiana",1,5,5,"MM W2 2018 1"
"W2","MM","2018","Potentilla hippiana",2,50,6,"MM W2 2018 2"
"W2","MM","2021","Allium cernuum",1,8,1,"MM W2 2021 1"
"W2","MM","2021","Erigeron flagellaris",2,6,4,"MM W2 2021 2"
"W2","MM","2021","Heterotheca pumila",1,13,1,"MM W2 2021 1"
"W2","MM","2021","Hymenopappus newberryi",2,4,1,"MM W2 2021 2"
"W2","MM","2021","Monardella odoratissima",1,10,1,"MM W2 2021 1"
"W2","MM","2022","Drymaria leptophylla",1,2,1,"MM W2 2022 1"
"W2","MM","2022","Vicia pulchella",1,7,5,"MM W2 2022 1"
"W2","PL","2012","Cymopterus lemmonii",1,5,5,"PL W2 2012 1"
"W2","PL","2018","Drymaria leptophylla",1,50,6,"PL W2 2018 1"
"W2","PL","2018","Drymaria leptophylla",2,50,2,"PL W2 2018 2"
"W2","PL","2018","Hymenoxys hoopesii",1,5,3,"PL W2 2018 1"
"W2","PL","2018","Laennecia schiedeana",2,50,4,"PL W2 2018 2"
"W2","PL","2021","Hymenoxys hoopesii",1,1,1,"PL W2 2021 1"
"W2","PL","2021","Hymenoxys hoopesii",2,9,1,"PL W2 2021 2"
"W2","PL","2022","Glandularia bipinnatifida",1,250,2,"PL W2 2022 1"
"W2","PL","2022","Hymenoxys hoopesii",1,30,4,"PL W2 2022 1"
"W2","RP","2018","Glandularia bipinnatifida",1,50,7,"RP W2 2018 1"
"W2","RP","2021","Glandularia bipinnatifida",1,54,4,"RP W2 2021 1"
"W2","RP","2021","Glandularia bipinnatifida",2,53,3,"RP W2 2021 2"
"W2","RP","2021","Laennecia schiedeana",2,200,1,"RP W2 2021 2"
"W2","RP","2022","Cosmos parviflorus",1,5,3,"RP W2 2022 1"
"W2","RP","2022","Glandularia bipinnatifida",1,18,1,"RP W2 2022 1"
"W2","SC","2012","Erigeron subtrinervis",1,1,1,"SC W2 2012 1"
"W2","SC","2012","Hymenoxys richardsonii",1,3,3,"SC W2 2012 1"
"W2","SC","2017","Hymenoxys richardsonii",3,5,1,"SC W2 2017 3"
"W2","SC","2017","Oxytropis lambertii",1,50,1,"SC W2 2017 1"
"W2","SC","2017","Potentilla hippiana",3,5,2,"SC W2 2017 3"
"W2","SC","2018","Potentilla hippiana",1,50,5,"SC W2 2018 1"
"W2","SC","2018","Potentilla hippiana",2,50,8,"SC W2 2018 2"
"W2","SC","2021","Campanula rotundifolia",2,5,4,"SC W2 2021 2"
"W2","SC","2021","Potentilla hippiana",2,2,1,"SC W2 2021 2"
"W2","SM","2017","Cymopterus lemmonii",1,50,7,"SM W2 2017 1"
"W2","SM","2017","Erigeron flagellaris",1,5,9,"SM W2 2017 1"
"W2","SM","2018","Achillea millefolium",1,50,3,"SM W2 2018 1"
"W2","SM","2018","Campanula rotundifolia",1,50,5,"SM W2 2018 1"
"W2","SM","2018","Erigeron tracyi",1,5,1,"SM W2 2018 1"
"W2","SM","2018","Lupinus palmeri",1,50,3,"SM W2 2018 1"
"W2","SM","2021","Achillea millefolium",1,1,1,"SM W2 2021 1"
"W2","SM","2021","Erigeron flagellaris",1,4,3,"SM W2 2021 1"
"W2","SM","2022","Achillea millefolium",1,3,4,"SM W2 2022 1"
"W2","SM","2022","Campanula rotundifolia",1,7,7,"SM W2 2022 1"
"W2","SM","2022","Erigeron flagellaris",1,1,1,"SM W2 2022 1"
"W2","SM","2022","Penstemon strictus",1,2,2,"SM W2 2022 1"
"W2","SS","2017","Achillea millefolium",1,5,1,"SS W2 2017 1"
"W2","SS","2017","Hymenoxys hoopesii",1,50,6,"SS W2 2017 1"
"W2","VC","2017","Achillea millefolium",1,50,1,"VC W2 2017 1"
"W2","VC","2017","Erigeron formosissimus",1,5,4,"VC W2 2017 1"
"W3","CH","2012","Arenaria lanuginosa",1,1,1,"CH W3 2012 1"
"W3","CH","2012","Pennellia longifolia",1,4,4,"CH W3 2012 1"
"W3","CH","2012","Verbascum thapsus",1,11,11,"CH W3 2012 1"
"W3","CH","2017","Penstemon barbatus",2,50,2,"CH W3 2017 2"
"W3","CH","2021","Cosmos parviflorus",1,39,13,"CH W3 2021 1"
"W3","CH","2022","Trifolium pinetorum",1,5,4,"CH W3 2022 1"
"W3","HM","2017","Erigeron arizonicus",2,5,1,"HM W3 2017 2"
"W3","HM","2017","Erigeron flagellaris",1,5,5,"HM W3 2017 1"
"W3","HM","2017","Erigeron flagellaris",2,10,6,"HM W3 2017 2"
"W3","HM","2017","Erigeron flagellaris",3,5,5,"HM W3 2017 3"
"W3","HM","2017","Hymenoxys hoopesii",3,5,1,"HM W3 2017 3"
"W3","HM","2017","Potentilla hippiana",2,5,2,"HM W3 2017 2"
"W3","HM","2018","Achillea millefolium",2,50,1,"HM W3 2018 2"
"W3","HM","2018","Arenaria lanuginosa",2,50,2,"HM W3 2018 2"
"W3","HM","2018","Erigeron speciosus",1,50,5,"HM W3 2018 1"
"W3","HM","2018","Taraxacum officinale",2,5,1,"HM W3 2018 2"
"W3","HM","2021","Erigeron tracyi",1,3,3,"HM W3 2021 1"
"W3","HM","2022","Erigeron spp.",1,7,4,"HM W3 2022 1"
"W3","HM","2022","Erigeron tracyi",1,19,20,"HM W3 2022 1"
"W3","JC","2012","Achillea millefolium",1,1,1,"JC W3 2012 1"
"W3","JC","2012","Campanula rotundifolia",1,2,2,"JC W3 2012 1"
"W3","JC","2012","Eremogone fendleri",1,6,6,"JC W3 2012 1"
"W3","JC","2012","Erysimum capitatum",1,1,1,"JC W3 2012 1"
"W3","JC","2012","Potentilla fruticosa",1,1,1,"JC W3 2012 1"
"W3","JC","2012","Rudbeckia hirta",1,3,3,"JC W3 2012 1"
"W3","JC","2017","Achillea millefolium",2,5,1,"JC W3 2017 2"
"W3","JC","2017","Allium geyeri",2,50,1,"JC W3 2017 2"
"W3","JC","2017","Campanula rotundifolia",2,5,1,"JC W3 2017 2"
"W3","JC","2017","Castilleja miniata",2,5,2,"JC W3 2017 2"
"W3","JC","2017","Erigeron flagellaris",1,5,3,"JC W3 2017 1"
"W3","JC","2017","Erigeron subtrinervis",2,5,2,"JC W3 2017 2"
"W3","JC","2017","Potentilla fruticosa",1,50,10,"JC W3 2017 1"
"W3","JC","2017","Potentilla fruticosa",2,5,1,"JC W3 2017 2"
"W3","JC","2017","Potentilla fruticosa",3,50,1,"JC W3 2017 3"
"W3","JC","2017","Potentilla hippiana",2,5,2,"JC W3 2017 2"
"W3","JC","2017","Potentilla hippiana",3,50,12,"JC W3 2017 3"
